Ticker,Company Name,HQ City,HQ State/Province,HQ Country,ESG Risk Score,ESG Risk Score Level,ESG Risk Score Percentile,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level Risk Text,2019 Performance,Market Cap,Exchange,CEO,Logo Image URL,Website URL,Industry,Sector,Company Description,Latitude,Longitude,address
CPRI,Capri Holdings Limited,London,0,United kingdom,15,Negligible,6th percentile,2,7,6,Moderate,0.606540084,4.76E+09,NYSE,Not Available,https://financialmodelingprep.com/images-New-jpg/CPRI.jpg,http://www.capriholdings.com,Apparel Manufacturing,Consumer Cyclical,"Capri Holdings Limited designs, markets, distributes, and retails branded women's and men's apparel and accessories in the United States, Canada, Latin America, Europe, the Middle East, Africa, and Asia. The company's Versace segment offers ready-to-wear, accessories, footwear, and home furnishings through a distribution network, including boutiques; and department and specialty stores, as well as through Versace e-commerce sites in the United States, Europe, and China. It also licenses Versace brand name and trademarks to third parties to retail and/or wholesale its products; and has licensing agreements to the manufacture and sale of jeans, fragrances, watches, and eyewear. As of March 30, 2019, this segment operated 188 retail stores, including concessions; and 1,028 wholesale doors. Its Jimmy Choo segment sells luxury footwear, handbags, and small leather goods through directly operated Jimmy Choo stores; and Jimmy Choo e-commerce sites. It also licenses Jimmy Choo brand ",33.791638,-84.389488,Not Available
AYI,Acuity Brands Inc (Holding Company),Atlanta,Georgia,United states of america,28,Medium,46th percentile,8.5,11.3,8,Moderate,20.05219661,4.82E+09,New York Stock Exchange,Vernon J. Nagel,https://financialmodelingprep.com/images-New-jpg/AYI.jpg,http://www.acuitybrands.com,Computer Hardware,Technology,"Acuity Brands Inc through its subsidiaries provides lighting and building management solutions and services for commercial, institutional, industrial, and residential applications. Its products include luminaires, lighting controls and components etc.",33.7489954,-84.3879824,"Atlanta,Georgia,United states of america"
HUN,Huntsman Corporation,The woodlands,Texas,United states of america,34,High,68th percentile,15.5,8.6,10,Moderate,25.24624158,4.84E+09,New York Stock Exchange,Peter R. Huntsman,https://financialmodelingprep.com/images-New-jpg/HUN.jpg,http://www.huntsman.com,Chemicals,Basic Materials,Huntsman Corp acts as a manufacturer of differentiated organic chemical products and of inorganic chemical products. Its products mainly comprise a broad range of chemicals and formulations which are used in various applications.,30.1658207,-95.4612625,"The woodlands,Texas,United states of america"
TNET.BR,Telenet Group Holding NV,Malines (mechelen),Antwerpen,Belgium,17,Negligible,11th percentile,2,7,8,Low,-1.330049261,4.84E+09,Brussels,Not Available,https://financialmodelingprep.com/images-New-jpg/TNET.BR.jpg,http://investors.telenet.be/phoenix.zhtml?c=241896&p=irol-irhome,Telecom Services,Communication Services,"Telenet Group Holding NV provides basic and enhanced video services to residential and business customers in Belgium and Luxembourg. The company offers basic video services, including basic cable television services; enhanced video services, including premium sports and film channels, a range of extended thematic channels, and a selection of films and broadcast contents; broadband Internet services; fixed-line and mobile telephony voice and data services; interconnection services; and value-added services, such as hosting, managed security, and cloud services. As of December 31, 2018, it served 1,939,900 basic and enhanced video customers; 1,657,800 broadband Internet subscribers; and 1,256,100 fixed-line telephony subscribers, as well as 2,731,000 mobile subscribers. The company also sells mobile handsets and set-top boxes; and provides product activation and installation services. In addition, it operates Websites comprising Yelotv.be, Zita.be, 9lives.be, and Playsports.be;",51.0258761,4.4775362,"Malines (mechelen),Antwerpen,Belgium"
ADS,Alliance Data Systems Corporation,Columbus,Ohio,United states of america,17,Low,11th percentile,0.1,10.7,6.1,Moderate,-25.23987207,4.94E+09,New York Stock Exchange,Edward J. Heffernan,https://financialmodelingprep.com/images-New-jpg/ADS.jpg,http://www.alliancedata.com,Credit Services,Financial Services,"Alliance Data Systems Corp provides marketing, loyalty, and credit solutions in the United States, Canada, and other countries. The business activity of the group is functioned through LoyaltyOne, Epsilon, and Card service segment.",39.9611755,-82.9987942,"Columbus,Ohio,United states of america"
WPX,WPX Energy Inc.,Tulsa,Oklahoma,United states of america,61,Severe,99th percentile,31.9,18.1,10.6,Moderate,21.05726872,5.04E+09,New York Stock Exchange,Richard E. Muncrief,https://financialmodelingprep.com/images-New-jpg/WPX.jpg,http://www.wpxenergy.com,Oil & Gas - E&P,Energy,"Wpx Energy Inc, based in the United States, is an oil & gas producer. It also offers natural gas on a nominal basis.",36.1539816,-95.992775,"Tulsa,Oklahoma,United states of america"
MAT,Mattel Inc.,El segundo,California,United states of america,14,Low,5th percentile,0,8.1,5.8,Significant,35.63563564,5.06E+09,Nasdaq Global Select,Mary Margaret Hastings Georgiadis,https://financialmodelingprep.com/images-New-jpg/MAT.jpg,http://www.mattel.com,Travel & Leisure,Consumer Cyclical,"Mattel Inc designs, manufactures, and markets a variety of toy products through sales to its customers and directly to consumers. The products include fashion dolls, infant and preschool products, toy cars, and electrical vehicles, among others.",33.9191799,-118.4164652,"El segundo,California,United states of america"
DEC.PA,JCDecaux SA,Neuilly-sur-seine,Ile-de-france,France,14,Negligible,5th percentile,0,7,7,,7.849293564,5.13E+09,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/DEC.PA.jpg,http://www.jcdecaux.com,Advertising Agencies,Communication Services,"JCDecaux SA engages in outdoor advertising activities worldwide. The company operates in three segments: Street Furniture, Transport, and Billboard. The Street Furniture segment is involved in advertising in shopping malls; renting street furniture; selling and renting equipment; and the provision of cleaning, maintenance, and other services. The Transport segment provides advertising services in public transport systems, such as airports, subways, buses, tramways, and trains. The Billboard segment is involved in advertising on private property, including traditional large format or back-light billboards; and the provision of neon-light billboards and advertising wraps. The company has a strategic partnership with PlayPlay to accelerate the development of its digital products and services. The company was founded in 1964 and is headquartered in Neuilly-sur-Seine, France. JCDecaux SA is a subsidiary of JCDecaux Holding (SAS).",48.884831,2.26851,"Neuilly-sur-seine,Ile-de-france,France"
HBI,Hanesbrands Inc.,Winston salem,North carolina,United states of america,14,Low,5th percentile,1.2,7,5.7,Moderate,18.51556265,5.16E+09,New York Stock Exchange,Gerald Evans,https://financialmodelingprep.com/images-New-jpg/HBI.jpg,http://www.hanes.com/corporate,Manufacturing - Apparel & Furniture,Consumer Cyclical,"Hanesbrands Inc designs, manufactures, sources and sells apparel essentials such as t-shirts, innerwear, casualwear, activewear, socks and hosiery. It markets its products under the brand names of Hanes, Champion, and Maidenform.",36.0998596,-80.244216,"Winston salem,North carolina,United states of america"
NYCB,New York Community Bancorp Inc.,Westbury,New york,United states of america,28,Medium,45th percentile,3.6,13.3,10.7,,27.73645058,5.17E+09,New York Stock Exchange,Joseph R. Ficalora,https://financialmodelingprep.com/images-New-jpg/NYCB.jpg,https://www.mynycb.com,Banks,Financial Services,New York Community Bancorp Inc has over $45 billion of total assets and operations spread across various locations across five states. It operates most of its business operations from the New York metropolitan area.,40.7556561,-73.5876273,"Westbury,New york,United states of america"
M,Macy's Inc,Cincinnati,Ohio,United states of america,14,Low,6th percentile,2.4,7.1,4.9,Moderate,-42.91470786,5.20E+09,New York Stock Exchange,Jeffrey Gennette,https://financialmodelingprep.com/images-New-jpg/M.jpg,http://www.macysinc.com,Retail - Apparel & Specialty,Consumer Cyclical,"Macy's Inc is an omnichannel retailer. It sells merchandise, including men's, women's and children's apparel and accessories, cosmetics, home furnishings and other consumer goods.",39.1031182,-84.5120196,"Cincinnati,Ohio,United states of america"
SNV,Synovus Financial Corp.,Columbus,Georgia,United states of america,29,Medium,51st percentile,2.2,13.3,13.6,Moderate,22.53829322,5.21E+09,New York Stock Exchange,Kessel D Stelling,https://financialmodelingprep.com/images-New-jpg/SNV.jpg,http://www.synovus.com,Banks,Financial Services,"Synovus Financial Corp is a financial services and bank holding company. It provides financial services including commercial and retail banking, financial management, insurance and mortgage services. It also provides life insurance premium financing.",32.4609764,-84.9877094,"Columbus,Georgia,United states of america"
ICL,Israel Chemicals Limited,Tel aviv-yafo,0,Israel,36,Severe,72nd percentile,18,9,9,Moderate,-15.37102473,5.22E+09,New York Stock Exchange,Asher Grinbaum,https://financialmodelingprep.com/images-New-jpg/ICL.jpg,http://www.icl-group.com,Agriculture,Basic Materials,"Israel Chemicals Ltd is a specialty minerals company. The company develops, manufactures, markets and sells fertilizers. Its business segments are the Essential Minerals Segment and the Specialty Solutions Segment.",33.791638,-84.389488,Not Available
HOG,Harley-Davidson Inc.,Milwaukee,Wisconsin,United states of america,17,Negligible,12th percentile,4,8,6,Moderate,8.997655334,5.24E+09,New York Stock Exchange,Matthew S. Levatich,https://financialmodelingprep.com/images-New-jpg/HOG.jpg,http://www.harley-davidson.com,Autos,Consumer Cyclical,"Harley-Davidson Inc produces and sells heavyweight motorcycles, as well as offers motorcycle parts, accessories, and related services. It operates in two segments, Motorcycles and Related Products, and Financial Services.",43.0389025,-87.9064736,"Milwaukee,Wisconsin,United states of america"
MF.PA,Wendel,Paris,Ile-de-france,France,12,Negligible,3rd percentile,0,3,10,Moderate,13.18051576,5.34E+09,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/MF.PA.jpg,http://www.wendelgroup.com,Asset Management,Financial Services,"Wendel is a private equity firm specializing in equity financing in middle markets and later stages through leveraged buy-out transactions. It invests in both listed and non-listed companies. The firm seeks to invest in United States, Canada, Africa, Europe, and European Developed Markets. It invests between ?250 million ($305.51 million) and ?500 million ($611.03 million) in companies. It prefers to take a majority stake in its portfolio companies. The firm seeks to take a seat on the board of directors or supervisory board of its portfolio companies. It makes balance sheet investments. Wendel was founded in 1704 and is headquartered in Paris, France with additional offices across Asia, North America, United Kingdom, Africa, and Europe.",48.856614,2.3522219,"Paris,Ile-de-france,France"
SNC.TO,SNC-Lavalin Group Inc.,Montreal,Quebec,Canada,35,Severe,69th percentile,7,16,11,High,-34.77787456,5.44E+09,Toronto,Not Available,https://financialmodelingprep.com/images-New-jpg/SNC.TO.jpg,http://www.snclavalin.com/en,Engineering & Construction,Industrials,"SNC-Lavalin Group Inc. provides consulting, design, engineering, construction, and operation and maintenance services worldwide. It operates through Mining & Metallurgy; Oil & Gas; Nuclear; Clean Power; Infrastructure; Engineering, Design and Project Management; and Capital segments. The company offers solutions for projects in the aluminum, gold, copper, iron ore, nickel, fertilizer, sulphur, and other projects, as well as commodities related to rechargeable batteries for cars, mobile phones, and other electronic devices. It also undertakes oil and gas projects in the upstream, midstream, downstream, and supporting infrastructure sectors, as well as supports clients in the asset lifecycle from front-end evaluation through decommissioning. In addition, the company supports clients across the nuclear life cycle with the spectrum of services from consultancy, field services, technology services, spare parts, reactor support and decommissioning, and waste management, as well as ",45.5016889,-73.567256,"Montreal,Quebec,Canada"
IPN.PA,Ipsen S.A.,Boulogne-billancourt,Ile-de-france,France,30,Severe,56th percentile,1,18,11,Low,-29.99556934,5.49E+09,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/IPN.PA.jpg,http://www.ipsen.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Ipsen S.A. operates as a biopharmaceutical company worldwide. It operates in two segments, Specialty Care and Consumer Healthcare. The company offers drugs in the areas of oncology, neuroscience, pituitary pathologies and growth disorders, gastrointestinal disorders, neurodegenerative pathologies, and rheumatology. Its products include Somatuline for neuroendocrine tumors and acromegaly; Cabometyx to treat renal cell and second-line hepatocellular carcinoma; Onivyde for metastatic pancreatic cancer; Decapeptyl to treat advanced metastatic prostate cancer, uterine fibroids, precocious puberty, endometriosis, female sterility, and early stage breast cancer; and Dysport for motor muscular disorders and medical aesthetics. The company also provides NutropinAq to treat growth failure in children due to growth hormone deficiency, turner syndrome, or chronic renal failure, as well as GH deficiency in adults; and Increlex for long-term treatment of growth failure in children and adol",48.8396952,2.2399123,"Boulogne-billancourt,Ile-de-france,France"
AXS,Axis Capital Holdings Limited,Pembroke,0,Bermuda,31,High,57th percentile,2.2,11.7,16.9,Low,15.1045701,5.52E+09,New York Stock Exchange,Albert A. Benchimol,https://financialmodelingprep.com/images-New-jpg/AXS.jpg,http://www.axiscapital.com,Insurance - Property & Casualty,Financial Services,Axis Capital Holdings Ltd is a global property and casualty insurance company. The firm along with its subsidiaries provides its clients and distribution partners with various products and services around the world.,33.791638,-84.389488,Not Available
MAN,ManpowerGroup,Milwaukee,Wisconsin,United states of america,13,Negligible,4th percentile,0,9,4,Moderate,49.84567901,5.54E+09,New York Stock Exchange,Jonas Prising,https://financialmodelingprep.com/images-New-jpg/MAN.jpg,http://www.manpowergroup.com,Employment Services,Industrials,"ManpowerGroup Inc is engaged in the employment services industry. It offers permanent, temporary and contract recruitment services; assessment and selection services; training and development services; outsourcing services, and among others.",43.0389025,-87.9064736,"Milwaukee,Wisconsin,United states of america"
UNM,Unum Group,Chattanooga,Tennessee,United states of america,25,Medium,37th percentile,1.8,10.5,12.8,Moderate,-0.748808713,5.66E+09,New York Stock Exchange,Not Available,https://financialmodelingprep.com/images-New-jpg/UNM.jpg,http://www.unum.com,Insurance - Life,Financial Services,Unum Group is a financial services provider. Its services include insurance and non-insurance products and services.,35.0456297,-85.3096801,"Chattanooga,Tennessee,United states of america"
SEE,Sealed Air Corporation,Charlotte,North carolina,United states of america,20,Medium,20th percentile,13.4,2.5,4.1,Moderate,14.32261768,5.67E+09,New York Stock Exchange,Edward L. Doheny,https://financialmodelingprep.com/images-New-jpg/SEE.jpg,http://www.sealedair.com,Packaging & Containers,Consumer Cyclical,"Sealed Air Corp is engaged in three reporting segments, Food care, Diversey Care and Product care. It mainly provides cleaning, sanitation, and housekeeping solutions to the food service industry.",35.2270869,-80.8431267,"Charlotte,North carolina,United states of america"
LECO,Lincoln Electric Holdings Inc.,Euclid,Ohio,United states of america,31,High,59th percentile,9.4,15.2,6.6,Low,22.67596703,5.68E+09,Nasdaq Global Select,Christopher L. Mapes,https://financialmodelingprep.com/images-New-jpg/LECO.jpg,http://www.lincolnelectric.com,Industrial Products,Industrials,"Lincoln Electric Holdings, Inc., manufactures welding, cutting and brazing products. Its welding product includes arc welding power sources, wire feeding systems, robotic welding packages, fume extraction equipment, consumable electrodes and fluxes.",41.5931049,-81.5267873,"Euclid,Ohio,United states of america"
PWR,Quanta Services Inc.,Houston,Texas,United states of america,37,High,76th percentile,9.1,16.5,11.9,Low,35.24916944,5.68E+09,New York Stock Exchange,Earl C. Austin,https://financialmodelingprep.com/images-New-jpg/PWR.jpg,http://www.quantaservices.com,Engineering & Construction,Industrials,Quanta Services Inc is a provider of specialty contracting services. The company offers infrastructure solutions to the electric power and oil and gas industries in North America and in select international markets.,29.7604267,-95.3698028,"Houston,Texas,United states of america"
PII,Polaris Industries Inc.,Medina,Minnesota,United states of america,13,Negligible,4th percentile,0,7,6,Moderate,32.62910798,5.78E+09,New York Stock Exchange,Scott W. Wine,https://financialmodelingprep.com/images-New-jpg/PII.jpg,http://www.polaris.com,Autos,Consumer Cyclical,"Polaris Industries Inc designs and manufactures powersports vehicles including Off-Road Vehicles, All-Terrain Vehicles, side-by-side vehicles for recreational and utility use, Snowmobiles, Motorcycles, Commercial, Government and Defense vehicles.",45.0352411,-93.5824586,"Medina,Minnesota,United states of america"
CFR,Cullen/Frost Bankers Inc.,San antonio,Texas,United states of america,26,Medium,39th percentile,1.7,11.2,12.8,Low,11.18944735,5.80E+09,New York Stock Exchange,Phillip D. Green,https://financialmodelingprep.com/images-New-jpg/CFR.jpg,http://www.frostbank.com,Banks,Financial Services,"Cullen/Frost Bankers Inc is a financial holding company and a bank holding company. It provides a range of products and services throughout Texas markets, with a concentration on the major metropolitan areas.",29.4241219,-98.4936282,"San antonio,Texas,United states of america"
SON,Sonoco Products Company,Hartsville,South carolina,United states of america,20,Low,19th percentile,13.7,2.1,3.9,,16.16789008,5.82E+09,New York Stock Exchange,M. Jack Sanders,https://financialmodelingprep.com/images-New-jpg/SON.jpg,http://www.sonoco.com,Packaging & Containers,Consumer Cyclical,"Sonoco Products Co is a manufacturer of industrial and consumer packaging products and provides packaging services. It operates in Consumer Packaging, Paper and Industrial Converted Products, Display and Packaging, and Protective Solutions segments.",34.3740431,-80.0734005,"Hartsville,South carolina,United states of america"
COG,Cabot Oil & Gas Corporation,Houston,Texas,United states of america,51,Severe,95th percentile,24.6,16.1,10.1,Low,-22.10290828,5.84E+09,New York Stock Exchange,Dan O. Dinges,https://financialmodelingprep.com/images-New-jpg/COG.jpg,http://www.cabotog.com,Oil & Gas - E&P,Energy,Cabot Oil & Gas Corp is an independent oil and gas company engaged in the development and exploration of oil and gas properties located in North America.,29.7604267,-95.3698028,"Houston,Texas,United states of america"
SRCL,Stericycle Inc.,Bannockburn,Illinois,United states of america,26,Medium,38th percentile,14.8,7.1,3.7,Moderate,73.91659853,5.87E+09,Nasdaq Global Select,Charles Alutto,https://financialmodelingprep.com/images-New-jpg/SRCL.jpg,http://www.stericycle.com,Waste Management,Industrials,"Stericycle Inc is engaged in providing regulated and compliance solutions to healthcare and commercial businesses. This includes the collection and processing of specialized waste for disposal, and a variety of training, and consulting.",42.1933581,-87.8664579,"Bannockburn,Illinois,United states of america"
GIL,Gildan Activewear Inc. Class A Sub. Vot.,Montreal,Quebec,Canada,11,Low,2nd percentile,0.9,5.1,5.5,Moderate,-2.733860343,5.88E+09,New York Stock Exchange,Glenn J. Chamandy,https://financialmodelingprep.com/images-New-jpg/GIL.jpg,http://www.gildan.com,Manufacturing - Apparel & Furniture,Consumer Cyclical,"Gildan Activewear Inc is an apparel manufacturer in North America. Its suite of products includes T-shirts, fleece, socks, and underwear. It has markets in the United States, Canada and other regions of the world.",45.5016889,-73.567256,"Montreal,Quebec,Canada"
SABR,Sabre Corporation,Southlake,Texas,United states of america,22,Medium,25th percentile,0.1,13.1,8.4,Moderate,3.696857671,5.97E+09,Nasdaq Global Select,Sean E. Menke,https://financialmodelingprep.com/images-New-jpg/SABR.jpg,http://www.sabre.com,Application Software,Technology,Sabre Corp is a travel technology company. It primarily engages in the air global distribution system market. The company also has an IT solutions division that focuses on the airline and travel agent end markets.,32.9412363,-97.1341783,"Southlake,Texas,United states of america"
SK.PA,SEB SA,Ecully,Auvergne-rhone-alpes,France,15,Negligible,8th percentile,5,3,7,Moderate,17.37588652,5.97E+09,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/SK.PA.jpg,http://www.groupeseb.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"SEB SA designs, manufactures, and markets small household appliances worldwide. It provides kitchen electrics, including electrical cooking products comprising deep fryers, rice cookers, electric pressure cookers, informal meal appliances, waffle makers, grills, toasters, and multicookers; beverage preparation products, such as coffee makers, espresso machines, electric kettles, home beer-tapping machines, and soy milk makers; and food preparation products consisting of blenders, cooking food processors, kitchen machines, mixers, and beaters. The company also offers home and personal care products, including linen care products, such as steam irons and generators, and garment steamers; home care products consisting of cylinder vacuum cleaners and upright vacuum cleaners, as well as vacuum sweepers and versatile vacuums; and home comfort products, such as fans, heaters, and air treatment products, as well as personal care products comprising hair care appliances, depilators, a",45.774657,4.77867,"Ecully,Auvergne-rhone-alpes,France"
HLF,Herbalife Ltd.,Grand cayman,0,Cayman islands,32,High,61st percentile,13.5,9.8,8.7,Moderate,-19.13486005,5.98E+09,New York Stock Exchange,Richard P. Goudis,https://financialmodelingprep.com/images-New-jpg/HLF.jpg,http://www.herbalife.com,Consumer Packaged Goods,Consumer Defensive,"Herbalife Ltd is a nutrition company. The company has five revenue segments: Weight Management; Targeted Nutrition; Energy, Sports, and Fitness; Outer Nutrition; and Literature, Promotional, and Other.",33.791638,-84.389488,Not Available
JWN,Nordstrom Inc.,Seattle,Washington,United states of america,15,Low,8th percentile,1.9,8,5.5,Moderate,-12.18622613,6.00E+09,New York Stock Exchange,Blake W. Nordstrom,https://financialmodelingprep.com/images-New-jpg/JWN.jpg,http://www.nordstrom.com,Retail - Apparel & Specialty,Consumer Cyclical,"Nordstrom Inc operates as a fashion specialty retailer in the United States. It sells its products through various channels, including Nordstrom full-line stores, Nordstrom Rack off-price stores, Last Chance clearance stores, and Jeffrey boutiques.",47.6062095,-122.3320708,"Seattle,Washington,United states of america"
MDU,MDU Resources Group Inc.,Bismarck,North dakota,United states of america,37,High,74th percentile,21.8,6.7,8.3,Low,24.62248322,6.01E+09,New York Stock Exchange,David L. Goodin,https://financialmodelingprep.com/images-New-jpg/MDU.jpg,http://www.mdu.com,Building Materials,Basic Materials,"MDU Resources Group Inc operates as a diversified natural resource company. The company mines aggregates and markets crushed stone, sand, gravel and related construction materials, including ready-mixed concrete, cement, asphalt, and liquid asphalt.",46.8083268,-100.7837392,"Bismarck,North dakota,United states of america"
BRX,Brixmor Property Group Inc.,New york city,New york,United states of america,18,Negligible,12th percentile,6,5,7,Significant,47.10687543,6.02E+09,New York Stock Exchange,James M. Taylor,https://financialmodelingprep.com/images-New-jpg/BRX.jpg,http://www.brixmor.com,REITs,Real Estate,"Brixmor Property Group Inc is a real estate investment trust. The company owns and operates a portfolio of grocery-anchored community and neighborhood shopping centers across the US. It leases its rentable areas to retailers, restaurants, and theatres.",40.7127753,-74.0059728,"New york city,New york,United states of america"
SESG.PA,SES S.A.,Betzdorf,0,Luxembourg,18,Negligible,14th percentile,4,6,8,0,-25.19449431,6.07E+09,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/SESG.PA.jpg,http://www.ses.com,Broadcasting,Communication Services,"SES S.A. provides satellite and ground communications solutions to connect and enable broadcast, telecom, corporate, and government customers worldwide. The company offers video services, such as broadcasting, content distribution, and occasional use and full-time content contribution and distribution services. It also provides cloud-scale connectivity solutions; and various network services. The company was formerly known as SES Global S.A. and changed its name to SES S.A. in 2006. SES S.A. was founded in 1985 and is headquartered in Grevenmacher, Luxembourg.",33.791638,-84.389488,Not Available
INGR,Ingredion Incorporated,Westchester,Illinois,United states of america,31,High,59th percentile,12.1,12.7,6.3,Low,1.695842451,6.08E+09,New York Stock Exchange,James Zallie,https://financialmodelingprep.com/images-New-jpg/INGR.jpg,http://www.ingredion.com,Consumer Packaged Goods,Consumer Defensive,"Ingredion Inc is a major supplier of high-quality food and industrial ingredients to customers around the world. The ingredients are used by customers in the food, beverage, animal feed, paper and corrugating, and brewing industries, among others.",41.8498339,-87.8806738,"Westchester,Illinois,United states of america"
TOL,Toll Brothers Inc.,Horsham,Pennsylvania,United states of america,21,Medium,23rd percentile,7.7,8.3,5.1,Moderate,19.98177953,6.26E+09,New York Stock Exchange,Douglas C. Yearley,https://financialmodelingprep.com/images-New-jpg/TOL.jpg,http://www.TollBrothers.com,Homebuilding & Construction,Consumer Cyclical,"Toll Brothers Inc is a luxury homebuilder in the United States. The company caters to move-up, active-adult, and second-home buyers. It also builds luxury for-sale and for-rent properties in urban centers, primarily on the East Coast.",40.1784422,-75.1285061,"Horsham,Pennsylvania,United states of america"
FLS,Flowserve Corporation,Irving,Texas,United states of america,37,Severe,75th percentile,11,19,7,Moderate,30.90478695,6.36E+09,New York Stock Exchange,R. Scott Rowe,https://financialmodelingprep.com/images-New-jpg/FLS.jpg,http://www.flowserve.com,Industrial Products,Industrials,"Flowserve Corp is a manufacturer and aftermarket service provider of comprehensive flow control systems. It develops and manufactures precision-engineered flow control equipment integral to the movement, control and protection of the flow of materials.",32.8140177,-96.9488945,"Irving,Texas,United states of america"
MIDD,The Middleby Corporation,Elgin,Illinois,United states of america,33,Severe,64th percentile,9,16,8,Moderate,6.609559038,6.39E+09,Nasdaq Global Select,Selim A. Bassoul,https://financialmodelingprep.com/images-New-jpg/MIDD.jpg,http://www.middleby.com,Industrial Products,Industrials,"The Middleby Corp through its subsidiaries is engaged in designing, manufacturing, marketing, distributing and servicing foodservice equipment, food preparation, cooking, baking, chilling and packaging equipment and premium kitchen equipment.",42.0354084,-88.2825668,"Elgin,Illinois,United states of america"
AKE.PA,Arkema S.A.,Colombes,Ile-de-france,France,31,Severe,59th percentile,16,6,10,Significant,26.33404482,6.43E+09,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/AKE.PA.jpg,http://www.arkema.com,Specialty Chemicals,Basic Materials,"Arkema S.A. manufactures and sells specialty chemicals and advanced materials worldwide. It operates through three segments: High Performance Materials, Industrial Specialties, and Coating Solutions. Its products include acrylics, coating resins, electroactive polymers, fluorochemicals, fluoropolymers, functional polyolefins, hydrazine hydrate, hydrogen peroxide, molecular sieves, organic peroxide, oxygenated solvents, poly-ether-ketone-ketone polyetherketoneketone, plastic additives, polymethyl methacrylate resins and sheets, rheology additives, solutions for glass coating, specialty adhesives, specialty polyamides, surfactants and additives, technical fluids, and thiochemicals. The company also offers UV, LED, EB curable resins, specialty acrylates. Its high performance materials solutions are used in various sectors, such as transport, oil extraction, renewable energies, consumer goods, electronics, construction, coatings and water treatment; and products are used in the p",48.9220615,2.2533313,"Colombes,Ile-de-france,France"
LB,L Brands Inc.,Columbus,Ohio,United states of america,16,Low,8th percentile,2.5,7.2,6.1,Moderate,-29.41176471,6.47E+09,New York Stock Exchange,Leslie H. Wexner,https://financialmodelingprep.com/images-New-jpg/LB.jpg,http://www.lb.com,Retail - Apparel & Specialty,Consumer Cyclical,"L Brands Inc is a women's intimate, personal care, and beauty retailer. The company through its retail outlets sells products under various brands such as Victoria's Secret, Pink, Bath & Body Works, La Senza, and Henri Bendel brands.",39.9611755,-82.9987942,"Columbus,Ohio,United states of america"
LEG,Leggett & Platt Incorporated,Carthage,Missouri,United states of america,36,High,73rd percentile,11.4,16,8.6,Moderate,41.82477679,6.50E+09,New York Stock Exchange,Karl G. Glassman,https://financialmodelingprep.com/images-New-jpg/LEG.jpg,http://www.leggett.com,Manufacturing - Apparel & Furniture,Consumer Cyclical,"Leggett & Platt Inc is a manufacturer that conceives designs and produces engineered components and products found in homes, offices, retail stores, automobiles and commercial aircraft.",37.176447,-94.3102228,"Carthage,Missouri,United states of america"
FR.PA,Valeo SA,Paris,Ile-de-france,France,12,Negligible,3rd percentile,2,3,7,Moderate,23.12818503,6.50E+09,Paris,Not Available,https://financialmodelingprep.com/images-New-jpg/FR.PA.jpg,http://www.valeo.com,Auto Parts,Consumer Cyclical,"Valeo SA designs, produces, and sells components, integrated systems, and modules for the automotive sector worldwide. The company operates through four segments: Comfort & Driving Assistance Systems, Powertrain Systems, Thermal Systems, and Visibility Systems. It offers parking and driving assistance products, such as ultrasonic sensors, radars, and cameras to detect obstacles around vehicles; intuitive control products; and a range of connectivity solutions from short-range to long-range connectivity, as well as develops systems that enable the integration of applications, such as car sharing services and remote parking systems. The company also manufactures powertrain systems, including electric powertrain systems for the electric cars; products that enable the automation of transmissions to reduce fuel consumption and enhance driving comfort; and clean engines for vehicles. In addition, it designs and manufactures systems, modules, and components to optimize thermal manag",48.856614,2.3522219,"Paris,Ile-de-france,France"
JEF,Jefferies Financial Group Inc.,New york,New york,United states of america,14,Negligible,4th percentile,0,4,10,Moderate,23.09907834,6.55E+09,NYSE,Not Available,https://financialmodelingprep.com/images-New-jpg/JEF.jpg,http://www.jefferies.com,Financial Conglomerates,Financial Services,"Jefferies Financial Group Inc., a financial services company, engages in investment banking and capital markets, asset management, and direct investing businesses in the Americas, Europe, and Asia. the company also offers equities research, sales, and trading services; equity finance services comprising financing, securities lending, and other prime brokerage services; and wealth management services to high net worth individuals, their families and businesses, private equity and venture funds, and small institutions. In addition, it provides fixed income sales and trading services for investment grade corporate bonds, U.S. and European government and agency securities, municipal bonds, mortgage- and asset-backed securities, leveraged loans, consumer loans, securities, markets debt, interest rate, and credit derivative products, as well as foreign exchange trade execution and securitization capabilities, as well as manages, invests in, and provides services to a group of alter",40.7127753,-74.0059728,"New york,New york,United states of america"
